SurveyNormalizedReactionTimeResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ReactionDate,StimulusStartDate,TimerStartDate,TimerEndDate,CurrentInterval,StartDate,EndDate
4a28da7e-9e5a-ed11-aac1-0afb9334277d,2928da7e-9e5a-ed11-aac1-0afb9334277d,1c28da7e-9e5a-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,0,17893.448716750001,0,17893.794992208335,2,2022-11-02T07:06:54-04:00,2022-11-02T07:06:54-04:00
4b28da7e-9e5a-ed11-aac1-0afb9334277d,2928da7e-9e5a-ed11-aac1-0afb9334277d,1c28da7e-9e5a-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,17901.455584958334,17900.763505208335,17901.172250833333,17901.455602333335,4,2022-11-02T07:07:02-04:00,2022-11-02T07:07:02-04:00
4c28da7e-9e5a-ed11-aac1-0afb9334277d,2928da7e-9e5a-ed11-aac1-0afb9334277d,1c28da7e-9e5a-ed11-aac1-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,0,17903.809017333333,0,17904.503106791668,2,2022-11-02T07:07:05-04:00,2022-11-02T07:07:05-04:00
82553306-a15a-ed11-aac1-0afb9334277d,6b553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,181999.61407020834,181998.81300408335,181999.13847875001,181999.61415408333,2,2022-11-02T07:23:48-04:00,2022-11-02T07:23:48-04:00
83553306-a15a-ed11-aac1-0afb9334277d,6b553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182007.05867391668,182006.75041362501,182006.99273145833,182007.05870225001,4,2022-11-02T07:23:55-04:00,2022-11-02T07:23:55-04:00
84553306-a15a-ed11-aac1-0afb9334277d,6b553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182012.43048191667,182012.08746091666,182012.38929720834,182012.43050466667,2,2022-11-02T07:24:01-04:00,2022-11-02T07:24:01-04:00
8c553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182022.40799504166,182022.00906029169,182022.29716991668,182022.40802604167,2,2022-11-02T07:24:11-04:00,2022-11-02T07:24:11-04:00
8d553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182031.68358812502,182031.15104312502,182031.45795566667,182031.68360579168,6,2022-11-02T07:24:20-04:00,2022-11-02T07:24:20-04:00
8f553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182038.88681887501,182038.57806808336,182038.82015470834,182038.88683554166,4,2022-11-02T07:24:27-04:00,2022-11-02T07:24:27-04:00
90553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182044.16658579168,182043.7904115,182044.10002104167,182044.16660054168,2,2022-11-02T07:24:33-04:00,2022-11-02T07:24:33-04:00
91553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182053.41987150002,182053.07862545835,0,182053.41988895833,6,2022-11-02T07:24:42-04:00,2022-11-02T07:24:42-04:00
92553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182060.70665541667,182060.36456891667,182053.73506575002,182060.70667100002,4,2022-11-02T07:24:49-04:00,2022-11-02T07:24:49-04:00
93553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182065.96981591667,182065.51833195833,182061.66281075001,182065.96983483335,2,2022-11-02T07:24:54-04:00,2022-11-02T07:24:54-04:00
94553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182071.69916608333,182071.31473479167,182066.86717812502,182071.699181,2,2022-11-02T07:25:00-04:00,2022-11-02T07:25:00-04:00
95553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182077.00384791667,182076.61963616667,182072.38930737501,182077.00386345835,2,2022-11-02T07:25:05-04:00,2022-11-02T07:25:05-04:00
96553306-a15a-ed11-aac1-0afb9334277d,6f553306-a15a-ed11-aac1-0afb9334277d,57553306-a15a-ed11-aac1-0afb9334277d,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,182084.26648720834,182083.932424625,182077.36919883333,182084.26650020835,4,2022-11-02T07:25:13-04:00,2022-11-02T07:25:13-04:00
9e60f6b4-a25a-ed11-aac1-0afb9334277d,8960f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19564.988327500003,19564.442489583336,19564.790528625002,19564.988424458334,4,2022-11-02T07:35:41-04:00,2022-11-02T07:35:41-04:00
9f60f6b4-a25a-ed11-aac1-0afb9334277d,8960f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19574.452353333334,19573.991631166668,19574.293531541669,19574.452379625,6,2022-11-02T07:35:50-04:00,2022-11-02T07:35:50-04:00
a060f6b4-a25a-ed11-aac1-0afb9334277d,8960f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19583.931290083336,19583.457874166666,19583.742118375001,19583.931334083336,6,2022-11-02T07:35:59-04:00,2022-11-02T07:35:59-04:00
a760f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19598.603145916666,19597.978916833334,19598.394580416669,19598.603187208333,6,2022-11-02T07:36:14-04:00,2022-11-02T07:36:14-04:00
a860f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19608.063929833334,19607.571513000003,19607.873546083334,19608.063954208334,6,2022-11-02T07:36:24-04:00,2022-11-02T07:36:24-04:00
aa60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19615.690077333333,19615.227967416668,19615.491910916669,19615.690096833336,4,2022-11-02T07:36:31-04:00,2022-11-02T07:36:31-04:00
ab60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19624.425304625001,19623.904520291668,19624.203670625,19624.425330208334,4,2022-11-02T07:36:40-04:00,2022-11-02T07:36:40-04:00
ac60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19634.001072000003,19633.503599291667,19633.800212375001,19634.001093875002,6,2022-11-02T07:36:50-04:00,2022-11-02T07:36:50-04:00
ad60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19643.573291666668,19643.087568375002,19643.370728000002,19643.573319041669,6,2022-11-02T07:36:59-04:00,2022-11-02T07:36:59-04:00
ae60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19651.108850666667,19650.570137125,19650.898952791667,19651.1088815,4,2022-11-02T07:37:07-04:00,2022-11-02T07:37:07-04:00
af60f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19656.737002041667,19656.219274750001,19656.534314875,19656.737033708334,2,2022-11-02T07:37:12-04:00,2022-11-02T07:37:12-04:00
b060f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19662.105882333333,19661.554702083333,19661.884513583336,19662.105908333335,2,2022-11-02T07:37:18-04:00,2022-11-02T07:37:18-04:00
b160f6b4-a25a-ed11-aac1-0afb9334277d,8c60f6b4-a25a-ed11-aac1-0afb9334277d,7e60f6b4-a25a-ed11-aac1-0afb9334277d,27f7805e-5951-47b4-9f42-4c6200001cc6,19667.652313291666,19667.159423125002,19667.443422208333,19667.652322541668,2,2022-11-02T07:37:23-04:00,2022-11-02T07:37:23-04:00
71e009e6-a35a-ed11-aac1-0afb9334277d,46e009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324228.27393691667,324227.73036395834,324228.07431141671,324228.27402450005,2,2022-11-02T07:44:14-04:00,2022-11-02T07:44:14-04:00
74e009e6-a35a-ed11-aac1-0afb9334277d,46e009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324236.11587450001,324235.56260183337,324235.89266704168,324236.11591616669,4,2022-11-02T07:44:22-04:00,2022-11-02T07:44:22-04:00
76e009e6-a35a-ed11-aac1-0afb9334277d,46e009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324242.29154629167,324241.82192254171,324242.10801270837,324242.29158600001,2,2022-11-02T07:44:28-04:00,2022-11-02T07:44:28-04:00
85e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324254.81104795833,324254.33485208335,324254.61735750001,324254.81108387501,4,2022-11-02T07:44:40-04:00,2022-11-02T07:44:40-04:00
87e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324260.72896258335,324259.79946295836,324260.52686129167,324260.7289929167,2,2022-11-02T07:44:46-04:00,2022-11-02T07:44:46-04:00
89e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324270.06983733334,324269.54164716671,324269.90180812503,324270.069865375,6,2022-11-02T07:44:56-04:00,2022-11-02T07:44:56-04:00
8ce009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324277.50124595838,324277.02618700004,324277.33529716666,324277.50125866669,4,2022-11-02T07:45:03-04:00,2022-11-02T07:45:03-04:00
8ee009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324287.33908662503,324286.84349487501,324287.16888241668,324287.33910008334,6,2022-11-02T07:45:13-04:00,2022-11-02T07:45:13-04:00
90e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324294.58055499999,324294.09458387503,324294.39799929166,324294.58058304171,4,2022-11-02T07:45:20-04:00,2022-11-02T07:45:20-04:00
92e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324301.98079562502,324301.45358337503,324301.80565650004,324301.98082137504,4,2022-11-02T07:45:28-04:00,2022-11-02T07:45:28-04:00
93e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324307.103500375,324306.57696825004,324306.94880620833,324307.10352500004,2,2022-11-02T07:45:33-04:00,2022-11-02T07:45:33-04:00
94e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324314.22316241666,324313.76322820835,324314.05078958336,324314.22318733338,4,2022-11-02T07:45:40-04:00,2022-11-02T07:45:40-04:00
96e009e6-a35a-ed11-aac1-0afb9334277d,4ce009e6-a35a-ed11-aac1-0afb9334277d,2ae009e6-a35a-ed11-aac1-0afb9334277d,d77924dd-6dcf-4288-bb01-186fa08cfd0b,324323.61738912499,324323.13987508335,324323.44982025004,324323.61741504166,6,2022-11-02T07:45:49-04:00,2022-11-02T07:45:49-04:00
469ade63-a45a-ed11-aac1-0afb9334277d,279ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368152.98149983335,368152.25750166667,368152.72892408335,368152.98157791671,2,2022-11-02T07:47:42-04:00,2022-11-02T07:47:42-04:00
479ade63-a45a-ed11-aac1-0afb9334277d,279ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368163.51701383333,368162.89613875002,368163.28172175004,368163.51704170834,6,2022-11-02T07:47:52-04:00,2022-11-02T07:47:52-04:00
489ade63-a45a-ed11-aac1-0afb9334277d,279ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368171.0940440417,368170.38054416666,368170.82654841669,368171.09407079167,4,2022-11-02T07:48:00-04:00,2022-11-02T07:48:00-04:00
549ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368181.31293208338,368180.65853725001,368181.07962554169,368181.31296025001,2,2022-11-02T07:48:10-04:00,2022-11-02T07:48:10-04:00
559ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368191.14780479169,368190.22567616671,368190.87859012501,368191.147826,6,2022-11-02T07:48:20-04:00,2022-11-02T07:48:20-04:00
569ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368199.24311320833,368198.34419983334,368198.98950537504,368199.2431305417,4,2022-11-02T07:48:28-04:00,2022-11-02T07:48:28-04:00
579ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368205.61560562503,368204.55871829169,368205.36445150001,368205.61562083336,2,2022-11-02T07:48:34-04:00,2022-11-02T07:48:34-04:00
589ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368215.084427125,368214.52989208337,368214.86415570835,368215.08444741671,6,2022-11-02T07:48:44-04:00,2022-11-02T07:48:44-04:00
599ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368221.93995641667,368221.21749462502,368221.73902708333,368221.93997304171,2,2022-11-02T07:48:51-04:00,2022-11-02T07:48:51-04:00
5b9ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368229.58366216667,368229.00190387503,368229.36510754167,368229.58367600001,4,2022-11-02T07:48:58-04:00,2022-11-02T07:48:58-04:00
5c9ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368237.661666625,368236.86466516671,368237.40892033337,368237.66168283334,4,2022-11-02T07:49:06-04:00,2022-11-02T07:49:06-04:00
5f9ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368246.07368783338,368243.27731999999,368245.87463100004,368246.07370750001,2,2022-11-02T07:49:15-04:00,2022-11-02T07:49:15-04:00
609ade63-a45a-ed11-aac1-0afb9334277d,2c9ade63-a45a-ed11-aac1-0afb9334277d,1c9ade63-a45a-ed11-aac1-0afb9334277d,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,368251.64475341671,368250.98817487503,368251.37758141669,368251.64477008337,2,2022-11-02T07:49:20-04:00,2022-11-02T07:49:20-04:00
d492f42f-a95a-ed11-aac1-0afb9334277d,ad92f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,0,1107525.2238464584,1107527.6572474584,1107528.2251894583,4,2022-11-02T08:22:35-04:00,2022-11-02T08:22:35-04:00
da92f42f-a95a-ed11-aac1-0afb9334277d,ad92f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,0,0,0,1107532.9143478752,0,2022-11-02T08:22:40-04:00,2022-11-02T08:22:40-04:00
ec92f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1107546.7140909585,1107546.1922424585,1107546.4978046666,1107546.7141221252,4,2022-11-02T08:22:54-04:00,2022-11-02T08:22:54-04:00
28b0e459-a95a-ed11-aac1-0afb9334277d,13b0e459-a95a-ed11-aac1-0afb9334277d,00b0e459-a95a-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,435487.16286500002,435486.41634891671,435486.72498241666,435487.16294275003,6,2022-11-02T08:22:56-04:00,2022-11-02T08:22:56-04:00
ef92f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1107551.4240410833,1107549.149719375,1107551.2409237083,1107551.4240580834,6,2022-11-02T08:22:58-04:00,2022-11-02T08:22:58-04:00
f192f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1107556.4168111668,1107556.2076780417,1107556.21713375,1107556.4168236251,2,2022-11-02T08:23:03-04:00,2022-11-02T08:23:03-04:00
29b0e459-a95a-ed11-aac1-0afb9334277d,13b0e459-a95a-ed11-aac1-0afb9334277d,00b0e459-a95a-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,435495.02720275003,435494.57182383334,435494.97564591671,435495.02723258338,4,2022-11-02T08:23:04-04:00,2022-11-02T08:23:04-04:00
f392f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,0,0,1107557.4318736668,1107558.745032625,4,2022-11-02T08:23:06-04:00,2022-11-02T08:23:06-04:00
be1ced53-a95a-ed11-aac1-0afb9334277d,ac1ced53-a95a-ed11-aac1-0afb9334277d,9f1ced53-a95a-ed11-aac1-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,629457.07983404165,629456.49189216667,629456.83007025009,629457.07995320833,2,2022-11-02T08:23:09-04:00,2022-11-02T08:23:09-04:00
2ab0e459-a95a-ed11-aac1-0afb9334277d,13b0e459-a95a-ed11-aac1-0afb9334277d,00b0e459-a95a-ed11-aac1-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,435500.53993233334,435500.05518375005,435500.47352808336,435500.53996287502,2,2022-11-02T08:23:10-04:00,2022-11-02T08:23:10-04:00
f592f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1107565.836231,1107565.3129041668,1107565.5699593334,1107565.8362486667,4,2022-11-02T08:23:13-04:00,2022-11-02T08:23:13-04:00
bf1ced53-a95a-ed11-aac1-0afb9334277d,ac1ced53-a95a-ed11-aac1-0afb9334277d,9f1ced53-a95a-ed11-aac1-0afb9334277d,fed3a16b-c5a3-4a84-a111-32b7574e04b5,0,629462.31018062506,629457.31235904165,629462.31424962508,2,2022-11-02T08:23:14-04:00,2022-11-02T08:23:14-04:00
f892f42f-a95a-ed11-aac1-0afb9334277d,b692f42f-a95a-ed11-aac1-0afb9334277d,8c92f42f-a95a-ed11-aac1-0afb9334277d,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1107570.5789476668,1107570.0890482918,1107570.3626405417,1107570.5789665,2,2022-11-02T08:23:17-04:00,2022-11-02T08:23:17-04:00
