ParticipantIdentifier,datetime,trial_date,time,duration,keyboard_total_words,keyboard_total_autocorrections,keyboard_total_typing_duration,keyboard_total_emojis,keyboard_total_deletes,keyboard_typing_speed,keyboard_total_pauses,keyboard_total_typing_episodeskeyboard_sentiment_emoji_absolutist,keyboard_sentiment_emoji_down,keyboard_sentiment_emoji_death,keyboard_sentiment_emoji_anxiety,keyboard_sentiment_emoji_anger,keyboard_sentiment_emoji_health,keyboard_sentiment_emoji_positive,keyboard_sentiment_emoji_sad,keyboard_sentiment_emoji_lowEnergy,keyboard_sentiment_emoji_confused,keyboard_sentiment_word_absolutist,keyboard_sentiment_word_down,keyboard_sentiment_word_death,keyboard_sentiment_word_anxiety,keyboard_sentiment_word_anger,keyboard_sentiment_word_health,keyboard_sentiment_word_positive,keyboard_sentiment_word_sad,keyboard_sentiment_word_lowEnergy,keyboard_sentiment_word_confused,keyboard_total_typing_episodes,keyboard_sentiment_emoji_absolutist
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-23 15:39:25-04:00,2022-10-23,15:39:25,,141,22,120.44912719726562,32,80,6.5701303571596075,21,,,,,,,,,,,,,,,,,,,,,3.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-23 10:57:32-04:00,2022-10-23,10:57:32,,23,8,23,4,13,6.199246119989179,0,,,,,,,,,,,,,,,,,,,,,4.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-23 15:39:25-04:00,2022-10-23,15:39:25,,141,22,120.44912719726562,32,80,6.5701303571596075,21,,,,,,,,,,,,,,,,,,,,,3.0,
8a5a92f3-472a-4a39-bfd8-f43f60fdcd27,2022-10-22 22:25:14-04:00,2022-10-22,22:25:14,,12,0,20,0,9,3.347582619936364,0,,,,,,,,,,,,,,,,,,,,,2.0,
8a5a92f3-472a-4a39-bfd8-f43f60fdcd27,2022-10-22 22:25:14-04:00,2022-10-22,22:25:14,,12,0,20,0,9,3.347582619936364,0,,,,,,,,,,,,,,,,,,,,,2.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 15:04:46-04:00,2022-10-23,15:04:46,,27,5,35.152923583984375,0,17,3.9541517526632997,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 10:16:45-04:00,2022-10-23,10:16:45,,90,10,143,0,72,3.1338483852163326,104,,,,,,,,,,,,,,,,,,,,,14.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 20:32:03-04:00,2022-10-23,20:32:03,,14,0,19,0,12,2.7400152773033635,0,,,,,,,,,,,,,,,,,,,,,2.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 10:02:14-04:00,2022-10-23,10:02:14,,87,2,153.22227478027344,0,53,2.2632287931688535,127,,,,,,,,,,,,,,,,,,,,,9.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 22:13:24-04:00,2022-10-23,22:13:24,,17,3,24.494033813476562,0,15,3.7968429373495223,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 09:05:32-04:00,2022-10-23,09:05:32,,8,1,9.00593376159668,0,0,3.9167527347803763,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 18:49:33-04:00,2022-10-23,18:49:33,,17,0,26,1,4,2.764316410225076,8,,,,,,,,,,,,,,,,,,,,,3.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 22:36:40-04:00,2022-10-23,22:36:40,,15,5,11.292123794555664,0,4,6.376125518973841,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 08:53:09-04:00,2022-10-23,08:53:09,,33,0,125.1994400024414,0,28,1.1117358951631457,89,,,,,,,,,,,,,,,,,,,,,8.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 14:58:30-04:00,2022-10-23,14:58:30,,54,21,70.2881088256836,0,19,3.699061013279383,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 18:09:24-04:00,2022-10-23,18:09:24,,109,17,154.376708984375,3,96,4.132747449833638,214,,,,,,,,,,,,,,,,,,,,,16.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 00:16:21-04:00,2022-10-22,00:16:21,,24,5,15.820106506347656,0,9,6.700334359273554,9,,,,,,,,,,,,,,,,,,,,,2.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 20:41:40-04:00,2022-10-23,20:41:40,,20,5,29.57292938232422,0,18,3.550544367552428,9,,,,,,,,,,,,,,,,,,,,,2.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 22:07:39-04:00,2022-10-23,22:07:39,,18,1,23,0,2,3.45089028828911,15,,,,,,,,,,,,,,,,,,,,,3.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-23 11:19:52-04:00,2022-10-23,11:19:52,,12,5,8.825690269470215,0,1,6.9116409028887285,0,,,,,,,,,,,,,,,,,,,,,1.0,
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-23 08:11:56-04:00,2022-10-23,08:11:56,,9,2,12,1,0,3.7602293599700096,0,,,,,,,,,,,,,,,,,,,,,4.0,
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-23 20:48:52-04:00,2022-10-23,20:48:52,,9,2,8,0,9,5.791374822678811,0,,,,,,,,,,,,,,,,,,,,,3.0,
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-23 22:57:39-04:00,2022-10-23,22:57:39,,12,1,17,0,15,4.097005015361137,0,,,,,,,,,,,,,,,,,,,,,2.0,
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-24 00:39:33-04:00,2022-10-23,00:39:33,,8,0,6,0,0,5.716826246719637,0,,,,,,,,,,,,,,,,,,,,,2.0,
596d1036-bafa-47c3-9886-a588a37789bb,2022-10-20 15:11:54-04:00,2022-10-20,15:11:54,,30,4,30,0,7,4.294044177315057,0,,,,,,,,,,,,,,,,,,,,,3.0,
596d1036-bafa-47c3-9886-a588a37789bb,2022-10-21 23:50:21-04:00,2022-10-21,23:50:21,,21,1,46,0,13,2.7070747834279656,6,,,,,,,,,,,,,,,,,,,,,7.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 13:14:26-04:00,2022-10-23,13:14:26,,11,1,8.61747932434082,0,0,7.194679348944259,0,,,,,,,,,,,,,,,,,,,,,1.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 15:15:32-04:00,2022-10-23,15:15:32,,12,0,18,0,24,5.323680601292567,0,,,,,,,,,,,,,,,,,,,,,2.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 15:15:32-04:00,2022-10-23,15:15:32,,12,0,18,0,24,5.323680601292567,0,,,,,,,,,,,,,,,,,,,,,2.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 22:51:05-04:00,2022-10-23,22:51:05,,11,1,4,0,0,7.8234460491145965,0,,,,,,,,,,,,,,,,,,,,,4.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 13:14:26-04:00,2022-10-23,13:14:26,,11,1,8.61747932434082,0,0,7.194679348944259,0,,,,,,,,,,,,,,,,,,,,,1.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-22 22:05:02-04:00,2022-10-22,22:05:02,,24,1,18.717330932617188,0,1,6.4111708240390035,14,,,,,,,,,,,,,,,,,,,,,2.0,
a01397bb-a8a5-4cd1-af6f-6ace410f125d,2022-10-23 12:22:28-04:00,2022-10-23,12:22:28,,8,1,7,0,0,6.026239915436256,0,,,,,,,,,,,,,,,,,,,,,2.0,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-23 10:50:47-04:00,2022-10-23,10:50:47,,24,6,20,0,8,6.072037230428734,0,,,,,,,,,,,,,,,,,,,,,2.0,
bf670311-c590-473a-98ab-d719ebf0f2ab,2022-10-23 17:52:21-04:00,2022-10-23,17:52:21,,24,5,32,0,2,3.8994804626947754,7,,,,,,,,,,,,,,,,,,,,,5.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 14:11:27-04:00,2022-10-23,14:11:27,,24,0,60,0,21,2.4982024420085835,200,,,,,,,,,,,,,,,,,,,,,11.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 22:31:46-04:00,2022-10-23,22:31:46,,35,14,31.120872497558594,0,7,6.780016065986767,0,,,,,,,,,,,,,,,,,,,,,1.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 01:11:08-04:00,2022-10-22,01:11:08,,65,14,59,6,21,5.265159410105735,9,,,,,,,,,,,,,,,,,,,,,6.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 22:44:39-04:00,2022-10-23,22:44:39,,26,7,24,0,7,6.292183592132516,0,,,,,,,,,,,,,,,,,,,,,2.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 23:35:36-04:00,2022-10-23,23:35:36,,20,6,30,2,15,5.1473820866020725,0,,,,,,,,,,,,,,,,,,,,,4.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 12:12:46-04:00,2022-10-23,12:12:46,,54,18,47,1,30,5.88988526391089,5,,,,,,,,,,,,,,,,,,,,,4.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 23:38:22-04:00,2022-10-23,23:38:22,,21,3,19,0,16,6.018850056132889,0,,,,,,,,,,,,,,,,,,,,,9.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 19:00:54-04:00,2022-10-23,19:00:54,,20,3,20,0,10,4.621425520172751,8,,,,,,,,,,,,,,,,,,,,,3.0,
6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-10-23 19:03:38-04:00,2022-10-23,19:03:38,,23,6,20,2,18,6.7383446947739705,0,,,,,,,,,,,,,,,,,,,,,2.0,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-23 14:43:06-07:00,2022-10-23,14:43:06,,12,6,21.172706604003906,0,0,3.636757432355254,0,,,,,,,,,,,,,,,,,,,,,1.0,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-22 18:55:49-07:00,2022-10-22,18:55:49,,9,5,15,0,0,4.1306234450047095,8,,,,,,,,,,,,,,,,,,,,,3.0,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-23 06:47:41-07:00,2022-10-23,06:47:41,,8,1,12,0,1,2.776951484074564,7,,,,,,,,,,,,,,,,,,,,,4.0,
01801252-3a7e-4f5f-8b6d-49e8da3902f3,2022-10-23 14:43:06-07:00,2022-10-23,14:43:06,,12,6,21.172706604003906,0,0,3.636757432355254,0,,,,,,,,,,,,,,,,,,,,,1.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-22 17:54:17-04:00,2022-10-22,17:54:17,,8,1,6,0,0,5.180601086757947,0,,,,,,,,,,,,,,,,,,,,,2.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-23 17:51:59-04:00,2022-10-23,17:51:59,,8,3,9.771474838256836,0,2,3.991209106161904,0,,,,,,,,,,,,,,,,,,,,,1.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-24 01:32:14-04:00,2022-10-23,01:32:14,,26,5,48.71813201904297,2,20,3.0173570767663085,0,,,,,,,,,,,,,,,,,,,,,1.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-22 17:54:17-04:00,2022-10-22,17:54:17,,8,1,6,0,0,5.180601086757947,0,,,,,,,,,,,,,,,,,,,,,2.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-23 17:21:52-04:00,2022-10-23,17:21:52,,27,3,51.770851135253906,2,15,2.993962938791418,33,,,,,,,,,,,,,,,,,,,,,3.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-23 17:20:38-04:00,2022-10-23,17:20:38,,18,5,35.031436920166016,0,24,3.682406642876898,7,,,,,,,,,,,,,,,,,,,,,2.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-23 17:51:59-04:00,2022-10-23,17:51:59,,8,3,9.771474838256836,0,2,3.991209106161904,0,,,,,,,,,,,,,,,,,,,,,1.0,
1b9b62f1-095b-4819-92a0-ea8e7abee884,2022-10-23 17:21:52-04:00,2022-10-23,17:21:52,,27,3,51.770851135253906,2,15,2.993962938791418,33,,,,,,,,,,,,,,,,,,,,,3.0,
4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-23 20:23:57-04:00,2022-10-23,20:23:57,,22,4,28,0,1,3.7864056514166946,0,,,,,,,,,,,,,,,,,,,,,2.0,
4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-23 18:33:06-04:00,2022-10-23,18:33:06,,12,2,23.01289176940918,0,6,3.128681088839795,0,,,,,,,,,,,,,,,,,,,,,1.0,
4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2022-10-22 21:10:41-04:00,2022-10-22,21:10:41,,10,1,21,0,2,2.5015845563129737,0,,,,,,,,,,,,,,,,,,,,,4.0,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-23 22:46:40-04:00,2022-10-23,22:46:40,,9,0,17,3,2,3.0149062879534965,0,,,,,,,,,,,,,,,,,,,,,2.0,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-23 15:15:02-04:00,2022-10-23,15:15:02,,8,0,15,0,21,3.35836497461869,9,,,,,,,,,,,,,,,,,,,,,4.0,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-23 22:46:40-04:00,2022-10-23,22:46:40,,9,0,17,3,2,3.0149062879534965,0,,,,,,,,,,,,,,,,,,,,,2.0,
fa996c7b-fd1c-4cba-990a-336f4cefaeb4,2022-10-22 22:37:36-04:00,2022-10-22,22:37:36,,14,0,21.274791717529297,3,5,3.5252990434142815,25,,,,,,,,,,,,,,,,,,,,,2.0,
099765a5-a9c9-4fff-b297-a39eab517267,2022-10-22 19:47:33-04:00,2022-10-22,19:47:33,,26,0,25,0,11,4.880597555860831,0,,,,,,,,,,,,,,,,,,,,,8.0,
099765a5-a9c9-4fff-b297-a39eab517267,2022-10-23 18:27:12-04:00,2022-10-23,18:27:12,,42,0,50,3,32,5.547091157541773,0,,,,,,,,,,,,,,,,,,,,,9.0,
099765a5-a9c9-4fff-b297-a39eab517267,2022-10-23 15:48:16-04:00,2022-10-23,15:48:16,,21,0,27,0,10,4.782946863793374,0,,,,,,,,,,,,,,,,,,,,,4.0,
099765a5-a9c9-4fff-b297-a39eab517267,2022-10-23 21:08:47-04:00,2022-10-23,21:08:47,,30,0,30,0,20,4.645157478809524,24,,,,,,,,,,,,,,,,,,,,,7.0,
099765a5-a9c9-4fff-b297-a39eab517267,2022-10-23 13:07:26-04:00,2022-10-23,13:07:26,,37,0,28,0,8,6.661823554591364,0,,,,,,,,,,,,,,,,,,,,,2.0,
2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-23 22:28:34-04:00,2022-10-23,22:28:34,,8,1,5,0,0,5.049831775025494,0,,,,,,,,,,,,,,,,,,,,,2.0,
2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-23 10:50:25-04:00,2022-10-23,10:50:25,,9,4,18,0,14,3.1125945809174373,0,,,,,,,,,,,,,,,,,,,,,2.0,
2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-22 23:19:36-04:00,2022-10-22,23:19:36,,8,0,7,0,3,5.069120654729939,0,,,,,,,,,,,,,,,,,,,,,2.0,
2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-23 23:12:27-04:00,2022-10-23,23:12:27,,14,2,8,0,2,5.421578143960457,14,,,,,,,,,,,,,,,,,,,,,6.0,
2262249f-9158-4ba1-9555-fa961d86e92e,2022-10-23 22:28:34-04:00,2022-10-23,22:28:34,,8,1,5,0,0,5.049831775025494,0,,,,,,,,,,,,,,,,,,,,,2.0,
d973b82f-367b-4871-94a9-181421f870e8,2022-10-22 00:26:17-04:00,2022-10-21,00:26:17,,8,0,0,0,3,6.591760326056479,0,,,,,,,,,,,,,,,,,,,,,7.0,
d973b82f-367b-4871-94a9-181421f870e8,2022-10-23 04:24:59-04:00,2022-10-23,04:24:59,,10,0,31.6209659576416,0,7,2.0239735476503045,0,,,,,,,,,,,,,,,,,,,,,1.0,
90592e06-bcf6-4150-85b0-c5daf7e7569c,2022-10-23 18:17:58-04:00,2022-10-23,18:17:58,,14,0,26.250591278076172,1,6,3.4665886136629624,0,,,,,,,,,,,,,,,,,,,,,1.0,
